,url,Job_txt,company,job-title,level,location
0,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3908495847," About The Opportunity Work with key business stakeholders and regional data team (data analysts, data engineers, machine learning engineers) to deliver insights, reports, visualization and analysis to solve important business problems and optimize growth opportunities Be passionate about working with big data to define, implement and monitor business KPIs, as well as to provide data driven insights to the business Perform deep analytical dives into problems to troubleshoot and identify root causes and find solutions Conduct ad-hoc analyses to support cross functional projects What you need to be successful Fresh graduates/undergraduates are welcomed! Strong oral and written communication skills Strong business mindset and ability to grasp business requirements from stakeholders Champion of data and visualization with strong presentation and story-telling skills Ability to write clean, structured, and high performance SQL code Knowledge and experienced with BI tools (Tableau, Data Studio) is a plus Knowledge with big data, Data Warehouse technologies, Python or R, is a plus Knowledge of e-commerce is a plus Commitment period of 6 months full-time and ability to start asap Who we are “To be the most loved everyday food and groceries destination!” - that’s our mission at foodpanda (small ‘f’). foodpanda is the largest food and grocery delivery platform in Asia, outside of China. Operating in more than 400 cities across 11 markets, we continue to expand and grow in our core food delivery business, as well as in new verticals like grocery deliveries, with a strong tech infrastructure at our core. From our restaurants-partners, cloud kitchens and cloud grocery stores — foodpanda is just one tap away, getting everything you need into your hands quickly and conveniently! If you love working with technology to create solutions and are not afraid to roll up your sleeves to get things done, you will find your tribe here at foodpanda. foodpanda comprises of people from more than 60 nationalities, and we believe in winning through diversity. foodpanda is part of the Delivery Hero Group, the world’s leading local delivery platform operating in 70+ countries worldwide What's in it for you What we offer: A dynamic and challenging working environment, with an extra steep learning curve. The chance to excel and influence in a company and team where decisions are taken based on data insights. Being part of a fast growing and global company. A vibrant and international team with diverse backgrounds Growth opportunities based on your performance. Flexible working environment. Our parent company, Delivery Hero, is a global leader in the food delivery industry processing over 3 million orders every day and operating in 40+ markets in the world, with 18,000 employees and approximately 500,000+ restaurant partners. ",foodpanda,Data Analyst Intern,Internship,Singapore
1,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3839599630," Job Summary: At Valoroso, a leading force in the video streaming sector, we are seeking a highly skilled and analytical Data Scientist to join our dynamic team. As a Data Scientist, you will play a crucial role in leveraging data-driven insights to drive strategic decisions, enhance user experience, and fuel our growth in the competitive streaming landscape. You will be at the forefront of analyzing complex data sets, developing predictive models, and implementing machine learning algorithms to optimize content recommendations, personalize viewer experiences, and improve operational efficiencies. Key Responsibilities: Data Analysis & Modeling: Apply advanced statistical techniques and machine learning algorithms to analyze large datasets, identifying trends, anomalies, and opportunities for improvement. Predictive Analytics: Develop and implement predictive models to forecast viewer preferences, subscription churn, and content performance, contributing to strategic planning and decision making. Recommendation Algorithms: Enhance and refine our content recommendation engine to personalize user experiences, increase viewer engagement, and maximize content consumption. A/B Testing: Design and execute A/B tests to evaluate the impact of changes in our platform, analyzing results to inform product development and content strategies. Collaboration: Work closely with product managers, engineers, and marketing teams to integrate data-driven insights into product features, marketing campaigns, and strategic initiatives. Data Visualization: Create compelling visualizations and dashboards to communicate findings and recommendations to stakeholders across the organization. Research & Development: Stay abreast of the latest developments in data science, machine learning, and artificial intelligence, exploring new technologies and methodologies to drive innovation. Qualifications: Bachelor's or Master's degree in Computer Science, Data Science, Statistics, Mathematics, or a related field. Minimum of 3 years of experience in a data science role, preferably within the tech or entertainment industry. Proficiency in data manipulation and analysis using Python, R, SaS, or similar programming languages. Experience with machine learning libraries (e.g., scikit-learn, TensorFlow, PyTorch) and statistical modeling. Strong knowledge of SQL and preferable experience with big data technologies (e.g., Hadoop, Spark). Experience in developing and deploying recommendation systems, predictive models, and conducting A/B tests. Excellent data visualization skills and experience with tools such as Tableau, Power BI, or similar. Strong analytical and problem-solving skills, good with data story-telling, with the ability to translate complex data into actionable insights. Excellent communication and collaboration skills, with the ability to work effectively across different teams and stakeholders. ",Goose,Data Analyst (Data Scientist),Entry level,Singapore
2,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3893232094," Who are we? We are ADDX, the entry point into private markets, and we aim to democratize private market investments. As a team, we strive to build a future where everybody can access financial ecosystems easily, fairly, and safely. Our team’s belief is real economies benefit when capital flows freely and efficiently, especially in the private market space. Why join us? We have built the world’s first fully regulated platform for digital securities, licensed by the Monetary Authority of Singapore (MAS). ADDX is a global private market exchange headquartered in Singapore. To date, ADDX has listed more than 60 deals on its platform and worked with blue-chip names such as Hamilton Lane, Partners Group, Investcorp, Singtel, UOB, CGS-CIMB, as well as Temasek-owned entities Mapletree, Azalea, SeaTown and Fullerton Fund Management. The full-service capital market platform has raised a total of US$140 million in funding since its inception in 2017. We are backed by companies such as Singapore Exchange (SGX), the Stock Exchange of Thailand (SET), Temasek subsidiary Heliconia Capital, Japan Investments Corporation, the Development Bank of Japan (DBJ), UOB, KB Securities, Tokai Tokyo Financial Holdings and Hamilton Lane. We are growing, and we are looking for talented individuals to join our team and take us forward as the leader of the private market. If you believe in a future of fair financial markets, just like we do, we’ve been waiting for you at ADDX. Responsibilities Be part of requirements gathering from source team, business users, product managers, and downstream applications. Work with subject matter experts and users to understand the business processes, questions, challenges, and various source system data. Perform exploratory data analysis, data profiling, data mapping and data validation to ensure data integrity, accuracy, and consistency, identify the root cause of data inconsistencies and process defects, and implement timely corrective actions. Analyse data to develop data marts and identify data patterns and trends. Automate data collection and aggregation processes. Extract the data from established sources (source application, data warehouse, cloud services, Excel, etc), create, and maintain visualization dashboards/reports using business intelligence tools. Recommend, organize, and manage reporting environment to enable reusability, grouping of reports by function/role and publishing. Address reports' performance issues. Use of data storytelling do walkthroughs on the reports' contents and data insights to users. Collaborate with cross functional team members (data engineers, product managers, operation teams, etc) to provide statistics and data findings that can help to drive business insights. Provide necessary inputs in the effort estimation, stake holder engagement, and process optimizations. Document the details of processes and deliverables for the team's reference. Requirements First year graduate or third year undergraduate majoring in Computer Science, Information Systems or Analytics related fields. Strong in SQL, familiar with python programming skills, and comfortable in handling large volumes of data. Open to collaboration with different business and technical stakeholders and cross functional teams. Basic understanding of cloud services (preferably AWS), AI/Machine Learning processes and agile methodology. Strong sense of ownership and accountability, with good attention to detail. Good in verbal and written communication skills. Self-motivated, willing to learn and adapt quickly to deliver the outcomes. Passionate about data and strong analytical thinking, problem solving skills. Prior internship experience as a data analyst involved in building data marts, visualizations, advanced data analytics (Data Science/Machine Learning) is an added advantage. Preferably someone who can commit full-time for minimum 6 months or more. Due to our limited capacity, we regret that only shortlisted candidates will be notified. ",ADDX,Data Analyst Intern,Internship,Singapore
3,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3902319062," At Cheil, we are passionate about ideas that move . We believe that the right idea will move seamlessly across channels: from online to offline, above the line to below the line, in-store to out-of-home. It will move brands, move products and most importantly, move people. The right idea will move everything forward. Established in 1973 with headquarters in Seoul, South Korea, Cheil Worldwide is one of the world’s leading integrated marketing communications networks, with more than 6,800 employees globally in more than 54 offices in 46 countries. For more information, visit us at: www.cheil.com . Ecommerce Data Analyst Full-Time Intern The e-Commerce Data Analyst intern is highly passionate about data analytics. Loves to work with big data from various categories and is motivated to learn about digital data. He/She is a great communicator and loves being a team-player. Responsibilities: Assisting The Data Analyst in Managing large volume of raw data by filtering, sorting, processing and ananalyzing Prepare and present compiled data into reporting format in accordance to client specification. Data discipline and ensuring accuracy. Manage campaigns performance and weekly competitor’s analysis reports. Requirements Proficient in Excel (Vlookup, Pivots etc). Self-motivated, persistent, hardworking, team player and a committed individual. Effective communication (verbal and written); Good command of the English language. Passionate towards e-commerce data analytics and willingness to learn. Working more than 3 months (Long-term) can be a plus. ",Cheil Singapore RHQ,Ecommerce Data Analyst Intern,Internship,"Singapore, Singapore"
4,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3891807381," Zuellig Pharma is one of the largest healthcare services groups in Asia and our mission is to make safe healthcare more accessible. We provide world-class distribution, digital and commercial services to support the growing healthcare needs in this region. The company was started almost a hundred years ago and has grown to become a US$13 billion business covering 13 markets with over 12,000 employees. Our people serve over 350,000 medical facilities and work with over 1,000 clients, including the top 10 pharmaceutical companies in the world. Currently, we are looking for an Data Analyst Internship to join our team in Singapore. This candidate will be joining Zuellig Pharma’s Analytics and Business Intelligence Team. The team is focused on the delivery of good analytics to both internal and external business stakeholders – this covers a range of reporting, descriptive and predictive analytics methodologies with a rigorous focus on simplicity and business outcomes. The candidate will report into a Senior Associate / Team Leader and will be responsible for supporting the end-to-end execution of targeted Analytics and Business Intelligence projects that focus on specified business problems and opportunity areas. Specifically, he / she will be responsible for: Develop an effective methodology and machine learning models for the specified research topics Translating business requirements and objectives into detailed, logical analyses under guidance from the Team Lead Clear articulation of the “so-what” of every Analysis and modelling to business stakeholders Facilitating the execution and deployment of recommendations emerging from the analyses Given the entrepreneurial and innovative nature of the business, this candidate will be expected to work independently and be familiar with delivering outcomes under conditions of uncertainty. Critically, candidates will need to have experience in analytics and business intelligence. Some knowledge of modern analytical software and languages (such as python and SQL) is a must. Machine learning skillset is also a must. In addition to the technical requirements outlined above, candidates will need to possess strong communication skills, have a familiarity with multi-cultural environments, and be willing to learn new ways of doing things. Skills / Competencies Experience in machine learning modelling Strong ability with coding languages e.g. SQL, Python, R Strong problem-solving skills when working with datasets Familiarity with visualisation software e.g. Tableau, Qlikview, Spotfire, PowerBI Good personal and communication skills to engage with stakeholders Experience: Pursuing a bachelor’s or master’s degree in fields of Computer Science, Business Analytics, Business. Management, Information Systems, or related discipline. Fluency in English a pre-requisite ",Zuellig Pharma,Data Analyst Intern,Internship,"Singapore, Singapore"
5,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3838197570," Who Are We? At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept. Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields. HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas. When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process. What You Will Do: Conduct data analysis on our game projects (including analysis on social media, game operation, marketing, etc.). Build analysis, reporting and intuitive dashboards pipeline on routine data performance to provide business insights. Track and maintain data integrity across-platform tools and workflows; identify and resolve data inconsistencies. Collaborate with cross-functional teams to integrate in-game performance with publishing methods. What You Will Need: BA/BS degree in a major related to Data Analytics. Good at SQL (data wrangling/processing), Tableau (or similar dashboard tools, Excel VBA, Python (data analytics and modelling), knowledge of ETL is a plus. Passion for game industry; enthusiasm in anime is preferred. Excellent written and verbal communication skills in English and Chinese is a must to communicate effectively across teams. We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team. ",HoYoverse,Data Analyst - Fresh Grad,Entry level,Singapore
6,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3883654981," Location: Singapore, Singapore Thales people architect solutions that enable two-thirds of planes to take off and land safely. We create in-flight entertainment systems that engross 50 million fliers every year and we develop the avionics that control the world’s largest commercial aircrafts. Our simulators train the next generation of pilots for fighter jets, transporters and search and rescue helicopters. And, together, each and every member of our aerospace team makes a difference. Thales established its presence in Singapore in 1973 to support the expansion of aerospace-related activities in the Asia-Pacific region. Throughout the last four decades, the company grew from strength to strength and is today involved in the primary businesses of Aerospace (including Air Traffic Management), Defence & Security, Ground Transportation and Digital Identity & Security. Thales today employs over 2,100 people in Singapore across all its business areas. Responsibilities: Assist Industrial Maintenance team to develop an automation solution to improve workflow Able to undertake any assigned improvement projects or tasks of similar or lesser nature Gain working experience in a real work environment. Requirements: Students from Computer Science, Computer Engineering, Information Technology, Information Systems or any related discipline. Knowledge and understanding of Excel VBA Collaborate with RPA developer team to create automate tasks for routine team Be able to communicate effectively and have good written communication skills. Flexible and ability to adapt to quick changing environment Develop work discipline and a positive work attitude. Observe all the Company Regulations of Thales Solution Asia Pte Ltd. Good to have: Knowledge and experience in RPA software (e.g.: Power Automate) Knowledge and experience in business intelligence software (e.g.: Power BI) At Thales we provide CAREERS and not only jobs. With Thales employing 80,000 employees in 68 countries our mobility policy enables thousands of employees each year to develop their careers at home and abroad, in their existing areas of expertise or by branching out into new fields. Together we believe that embracing flexibility is a smarter way of working. Great journeys start here, apply now! ",Thales,Data Analyst Intern,Not Applicable,"Singapore, Singapore"
7,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3857160289," About Us Headquartered and listed in Singapore, CapitaLand Investment Limited ( CLI ) is a leading global real estate investment manager ( REIM ) with a strong Asia foothold. 30 September 2023, CLI had S$133 billion of real estate assets under management, and S$90 billion of real estate funds under management ( FUM ) held via six listed real estate investment trusts and business trusts, and more than 30 private vehicles across Asia Pacific, Europe and USA. Its diversified real estate asset classes cover retail, office, lodging, business parks, industrial, logistics and data centres. Responsibilities Job Description Assist with statistical analysis and other special projects Interpret and analyze data from multiple industry research databases and help with turning data into insights Assist with governing user access to the dashboard Perform other ad-hoc duties as assigned Requirements Currently pursuing a Degree in Economics, Real Estate Business, Statistics, Data/Business Analytics, or any other related disciplines Exhibits a keen interest in data analysis Proficiency in Microsoft Office Possess some knowledge in SQL Excellent analytical, communication, interpersonal, and presentation skills Closing Statement: At CapitaLand, we advocate fair employment practices, and recruit talents based on merit and fit with our Corporate values. We provide equal opportunity for all qualified persons and build an inclusive workplace regardless of race, gender, age, religious belief or nationality. Only shortlisted candidates will be notified. ",CapitaLand,"Intern, Data & AI (Business Analyst) (Off-cycle Jul-Dec 2024)",Internship,"Singapore, Singapore"
8,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3838198465," Who Are We? At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept. Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields. HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas. When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process. What You Will Do: Play an important role by providing product analysis to help in decision making as well as to ensure the long-term operations of the product with your data ability. Establish and improve data monitoring and analyzing systems. Provide data support to product design, operational analysis, content effect evaluation, player behavior analysis and community opinions analysis through data analysis or mathematical modeling. What We Are Looking For: Loyal game players, basic understanding of the gaming industry, familiar with various video games. Extensive gameplay experience with HoYoverse Games is a plus. Proficiency in SQL and data analysis tools including Excel, SPSS, Python or SAS. Familiar with common data mining model (for example, clustering, regression, decision tree). Sensitive to data, possess a strong learning ability, strong logical and analytical capabilities, and project execution skills, and able to communicate with designers and developers. Excellent written and verbal communication skills in English and fluent oral Chinese to liaise with teams. We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team. ",HoYoverse,Data Analyst (Honkai: Star Rail) – Fresh Grad,Entry level,Singapore
9,https://www.linkedin.com/jobs/collections/recommended/?currentJobId=3832653511," Who Are We? At HoYoverse, we are committed to creating immersive virtual world experiences for players around the world. In addition to game products such as Genshin Impact, Honkai Impact 3rd, Tears of Themis, and Honkai: Star Rail, HoYoverse also launched the dynamic desktop software N0va Desktop, the community product HoYoLAB, and created a variety of products such as animations, comics, music, novels, and merchandise around our original creative concept. Adhering to our mission of Tech Otakus Save the World, we have always been committed to technology research and development, exploring cutting-edge technologies, and have accumulated leading technical capabilities in cartoon rendering, artificial intelligence, cloud gaming technology, and other fields. HoYoverse is actively engaged in globalization, with offices in Singapore, Montreal, Los Angeles, Tokyo, Seoul, and other areas. When you apply to a position with HoYoverse, we will process your personal data. To learn more about how we process your data, we encourage you to review our comprehensive Global Applicant and Candidate Privacy Policy. This policy provides detailed insights into how your information is collected, used, and protected throughout the application process. What You Will Do: Responsible for analyzing and strategizing the supply and distribution of global brand content for gaming, expanding the international influence of gaming content, and contributing to the Daily Active Users (DAU) and revenue of gaming projects. Evaluate and analyze the effectiveness of gaming-related activities on global content platforms and provide insights and recommendations for improving the effectiveness of various marketing activities. Conduct specialized research based on channels, platforms, Key Opinion Leaders (KOLs), etc., and provide valuable insights to support product design, iteration, and release. Enhance brand content infrastructure, assist in building a data metric system, create regular summaries of daily data monitoring dashboards, and propose solutions and recommendations for anomalies. What We Are Looking For: Passion for gaming with a good understanding of the global gaming market, ability to provide market hypotheses and validate them based on user feedback, and insight into market trends. Highly data-sensitive, with strong logical and structured thinking, self-driven, and excellent communication skills. More than 3 years of relevant work experience in data analysis, proficient in using data analysis and statistical tools such as SQL, Excel, Python, etc. We are an equal opportunity employer that believes diverse backgrounds are key to bringing our concepts to life. If you're looking to play a key role in creating the best immersive virtual world experience for our users, we invite you to join our team. ",HoYoverse,Data Analyst - Marketing Analytics,Mid-Senior level,Singapore
